L,K,mean_precision,mean_recall,min_recall,mean_f1,mean_candidate_expansion_ratio,mean_candidate_size,mean_query_time_ms,mean_optimal_score,recall_feasible_all
18,70,0.4619868121325666,0.5692451019105254,0.0991111111111111,0.3337481511283453,2.0672887474784996,723.64375,2.236825524999242,0.4398236926425994,False
18,80,0.42058048856105085,0.4338144436503202,0.0359444444444444,0.26682098041419056,1.5336289529565807,584.29375,2.1294132749985817,0.40209938522545735,False
18,90,0.3746849249865625,0.3517669909757473,0.0172222222222222,0.21713525898342229,1.200372532430908,502.025,2.1631520624994405,0.37017772486554473,False
18,100,0.28964337419792285,0.2820426536943034,0.0071111111111111,0.14459535136299312,1.0375196700507614,459.7,2.357604418750725,0.3151011903172124,False
19,10,0.3692389042706583,0.4435970965379935,0.0591666666666666,0.28107789482881235,1.5717789825642836,608.94375,1.5079614624998072,0.40161491190113635,False
19,20,0.4028962669549299,0.5298782154215174,0.1238333333333333,0.32906785833487123,1.9211128378623425,691.43125,1.7493819875012306,0.42703599291681493,False
19,30,0.3854932675699117,0.6544458816842438,0.2404444444444444,0.39041266435560484,2.2983585158255826,805.70625,1.8988164250009376,0.4503369363364491,False
19,40,0.36236782519164784,0.7834484291347297,0.4439999999999999,0.4472842965873719,2.627667074671439,932.49375,2.00608902499928,0.472074872441539,False
19,50,0.2932611512059851,0.952444475240207,0.8807779009608279,0.4444832948328853,3.3607756724106235,1260.33125,2.1414583687484168,0.44636698986112044,False
19,60,0.3953247198721769,0.7342984115639495,0.3276666666666666,0.43054433290561306,2.4813218333827316,869.46875,2.2200864812491616,0.4697093887430591,False
19,70,0.4607421103739158,0.5713471579731948,0.1003888888888888,0.33445904990580566,2.074403352892551,725.0875,2.212000499999478,0.43981211835182127,False
19,80,0.43294523132145096,0.4337413331032249,0.0362222222222222,0.26676998664914964,1.5379460003339074,585.28125,2.1614869687488714,0.40465646318174775,False
