dataset,L,K,point_precision,point_recall,point_f1,candidate_size,exact_r25_candidate_size,candidate_to_true_ratio,candidate_expansion_ratio,query_time_ms,mean_hamming_threshold
cifar10,20,124,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.9659582499988346,8.742171717171718
cifar10,20,126,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.8573573749966386,7.6642613636363635
cifar10,20,128,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.8497979249934247,6.4323358585858585
cifar10_gist512,20,2,0.26263989006404564,0.9442222222222222,0.41041745865298207,1625.05,450.0,3.611222222222222,3.611222222222222,1.6531229000023018,0.0
cifar10_gist512,20,4,0.32700761858724875,0.6275555555555556,0.4277489618332737,878.1,450.0,1.9513333333333336,1.9513333333333336,2.4672490499995092,0.0
cifar10_gist512,20,6,0.36103746787892843,0.2763333333333334,0.3088226130767519,353.825,450.0,0.7862777777777777,0.7862777777777777,3.6704031499965595,0.0
cifar10_gist512,20,8,0.4052161036958145,0.12105555555555556,0.1836797314025937,134.675,450.0,0.29927777777777775,0.29927777777777775,5.449708400006159,0.0
cifar10_gist512,20,10,0.4244188450276246,0.05655555555555556,0.09376498646587475,55.85,450.0,0.1241111111111111,0.1241111111111111,8.772378175000028,0.008333333333333333
cifar10_gist512,20,12,0.4079877129551034,0.1796111111111111,0.2335277236341468,189.65,450.0,0.4214444444444444,0.4214444444444444,16.23784069999914,1.1023809523809525
cifar10_gist512,20,14,0.42051340643584306,0.20949999999999996,0.2760162028265175,220.8,450.0,0.49066666666666664,0.49066666666666664,15.565695924995282,1.642857142857143
cifar10_gist512,20,16,0.4656720255434192,0.11488888888888889,0.1759743328968958,106.275,450.0,0.23616666666666664,0.23616666666666664,17.171445774995675,1.8302083333333337
cifar10_gist512,20,18,0.48695041081910134,0.09144444444444444,0.13986732644250413,76.75,450.0,0.17055555555555554,0.17055555555555554,20.574160500000005,2.1361607142857144
cifar10_gist512,20,20,0.4975603892464089,0.10244444444444445,0.16049779832407862,86.725,450.0,0.1927222222222222,0.1927222222222222,18.391796900000656,2.5532738095238097
cifar10_gist512,20,22,0.475303717263823,0.16461111111111112,0.23219286526409216,146.275,450.0,0.32505555555555554,0.32505555555555554,19.09442299999995,3.802529761904762
cifar10_gist512,20,24,0.4844703345508868,0.15572222222222223,0.21623186963454075,131.0,450.0,0.29111111111111115,0.29111111111111115,18.363937449997536,4.0617559523809526
cifar10_gist512,20,26,0.5146295602639614,0.13394444444444445,0.1997922379223172,109.025,450.0,0.24227777777777776,0.24227777777777776,20.46687607500246,4.625
cifar10_gist512,20,28,0.4902944328885381,0.2018333333333333,0.2674630057690344,174.85,450.0,0.38855555555555554,0.38855555555555554,19.207366599999887,5.908630952380952
cifar10_gist512,20,30,0.5278428206423305,0.20238888888888887,0.27492926029502496,164.875,450.0,0.3663888888888889,0.3663888888888889,20.553476050000086,6.488541666666667
